3.0	3.0	1.0	0.5	115.0	0.742857	PRI>PRI4
2.0	2.0	1.0	1.6	368.0	0.669642	PRI>PRI4
0.0	0.0	0.0	1.3	299.0	0.0	PRI>PRI4
0.0	0.0	0.0	0.3	69.0	0.0	PRI>PRI4
0.0	0.0	0.0	2.5	575.0	0.0	PRI>PRI4
0.0	0.0	0.0	1.0	230.0	0.0	PRI>PRI4
0.0	0.0	0.0	0.5	115.0	0.0	PRI>PRI4
0.0	0.0	0.0	1.9	437.0	0.0	PRI>PRI4
0.0	0.0	0.0	1.0	230.0	0.0	PRI>PRI4
0.0	0.0	0.0	5.6	1288.0	0.0	PRI>PRI4
5.0	5.0	1.0	0.9	207.0	2.174603	PRI>PRI4
0.0	0.0	0.0	1.1	253.0	0.0	PRI>PRI4
2.0	2.0	1.0	0.5	115.0	2.685714	PRI>PRI4
2.0	2.0	1.0	0.5	115.0	0.514285	PRI>PRI4
0.0	0.0	0.0	0.3	69.0	0.0	PRI>PRI4
18.0	18.0	1.0	0.6	138.0	8.428571	PRI>PRI4
0.0	0.0	0.0	2.0	460.0	0.0	PRI>PRI4
0.0	0.0	0.0	0.1	23.0	0.0	PRI>PRI4
0.0	0.0	0.0	0.2	46.0	0.0	PRI>PRI4
0.0	0.0	0.0	0.3	69.0	0.0	PRI>PRI4
0.0	0.0	0.0	0.0	0.0	0.0	0
2.0	2.0	1.0	0.2	46.0	4.0	PRI>PRI4
0.0	0.0	0.0	0.1	23.0	0.0	PRI>PRI4
0.0	0.0	0.0	0.2	46.0	0.0	PRI>PRI4
0.0	0.0	0.0	0.7	161.0	0.0	PRI>PRI4
0.0	0.0	0.0	0.1	23.0	0.0	PRI>PRI4
0.0	0.0	0.0	1.1	253.0	0.0	PRI>PRI4
0.0	0.0	0.0	1.0	230.0	0.0	PRI>PRI4
0.0	0.0	0.0	2.0	460.0	0.0	PRI>PRI4
0.0	0.0	0.0	1.0	230.0	0.0	PRI>PRI4
5.0	5.0	1.0	1.0	230.0	1.142857	PRI>PRI4
0.0	0.0	0.0	2.0	460.0	0.0	PRI>PRI4
2.0	2.0	1.0	1.0	230.0	0.285714	PRI>PRI4
0.0	0.0	0.0	3.0	690.0	0.0	PRI>PRI4
9.0	9.0	1.0	2.0	460.0	1.0	PRI>PRI4
0.0	0.0	0.0	3.0	690.0	0.0	PRI>PRI4
0.0	0.0	0.0	10.0	2300.0	0.0	PRI>PRI4
0.0	0.0	0.0	7.0	1610.0	0.32653	PRI>PRI4
4.0	4.0	1.0	12.0	2760.0	0.607142	PRI>PRI4
3.0	3.0	1.0	5.0	1150.0	0.057142	PRI>PRI4
0.0	0.0	0.0	1.0	230.0	0.0	PRI>PRI4
2.0	2.0	1.0	5.0	1150.0	0.0	PRI>PRI4
30.0	30.0	1.0	8.0	1840.0	0.517857	PRI>PRI4
0.0	0.0	0.0	9.0	2070.0	0.0	PRI>PRI4
0.0	0.0	0.0	3.0	690.0	0.0	PRI>PRI4
0.0	0.0	0.0	2.0	460.0	0.0	PRI>PRI4
0.0	0.0	0.0	0.0	0.0	0.0	0
0.0	0.0	0.0	1.8	414.0	40.738095	PRI>PRI4
0.0	0.0	0.0	2.5	575.0	0.0	PRI>PRI4
0.0	0.0	0.0	1.6	368.0	0.0	PRI>PRI4
0.0	0.0	0.0	1.9	427.0	0.0	221.4<=PRI<230
0.0	0.0	0.0	2.8	624.0	0.0	221.4<=PRI<230
0.0	0.0	0.0	0.1	23.0	0.0	PRI>PRI4
0.0	0.0	0.0	2.0	460.0	0.0	PRI>PRI4
0.0	0.0	0.0	1.8	414.0	0.0	PRI>PRI4
0.0	0.0	0.0	0.9	207.0	23.079365	PRI>PRI4
0.0	0.0	0.0	4.1	923.0	0.0	221.4<=PRI<230
10.0	10.0	1.0	2.6	598.0	0.802197	PRI>PRI4
0.0	0.0	0.0	2.2	506.0	0.0	PRI>PRI4
0.0	0.0	0.0	0.9	207.0	38.984126	PRI>PRI4
0.0	0.0	0.0	1.6	368.0	28.973214	PRI>PRI4
0.0	0.0	0.0	1.6	368.0	0.0	PRI>PRI4
0.0	0.0	0.0	1.6	368.0	0.0	PRI>PRI4
2.0	2.0	1.0	1.6	368.0	6.9375	PRI>PRI4
3.0	3.0	1.0	1.2	276.0	9.5	PRI>PRI4
2.0	2.0	1.0	2.3	529.0	0.0	PRI>PRI4
0.0	0.0	0.0	2.4	552.0	0.0	PRI>PRI4
0.0	0.0	0.0	1.6	358.0	0.0	221.4<=PRI<230
4.0	4.0	1.0	2.5	575.0	0.365714	PRI>PRI4
3.0	3.0	1.0	2.3	529.0	0.130434	PRI>PRI4
2.0	2.0	1.0	1.9	437.0	0.338345	PRI>PRI4
4.0	4.0	1.0	2.4	552.0	0.57738	PRI>PRI4
0.0	0.0	0.0	0.2	46.0	3.714285	PRI>PRI4
0.0	0.0	0.0	6.4	1357.0	20.941964	211.4<=PRI<221.4
0.0	0.0	0.0	16.2	3371.0	7.477954	201.4<=PRI<211.4
