0	0	0.0	7.3	1679.0	17.1	2.34	3
5	5	1.0	5.4	1242.0	13.6	2.52	3
4	4	1.0	5.5	1265.0	13.2	2.4	3
5	5	1.0	9.7	2231.0	10.0	1.03	3
5	5	1.0	7.6	1748.0	0.0	0.0	3
0	0	0.0	4.2	966.0	0.0	0.0	3
10	10	1.0	5.7	1311.0	0.9	0.16	3
20	20	1.0	3.1	713.0	11.5	3.71	3
20	20	1.0	0.7	161.0	6.5	9.29	3
0	0	0.0	1.3	299.0	4.9	3.77	3
5	3	0.6	4.3	989.0	3.6	0.84	3
10	10	1.0	1.8	414.0	10.6	5.89	3
6	6	1.0	6.9	1587.0	10.5	1.52	3
0	0	0.0	2.7	621.0	0.0	0.0	3
3	3	1.0	3.5	805.0	0.0	0.0	3
5	5	1.0	1.3	299.0	0.8	0.62	3
5	5	1.0	1.9	437.0	3.3	1.74	3
4	4	1.0	0.1	23.0	1.6	16.0	3
0	0	0.0	0.9	207.0	17.2	19.11	3
0	0	0.0	1.6	368.0	16.0	10.0	3
0	0	0.0	2.5	575.0	13.4	5.36	3
0	0	0.0	6.0	1380.0	8.8	1.47	3
5	5	1.0	3.2	736.0	1.5	0.47	3
10	10	1.0	1.5	345.0	8.2	5.47	3
0	0	0.0	3.8	874.0	5.8	1.53	3
0	0	0.0	2.9	667.0	2.7	0.93	3
0	0	0.0	1.3	299.0	0.4	0.31	3
0	0	0.0	0.0	0.0	8.0	99999.0	1
10	4	0.4	1.4	322.0	10.9	7.79	3
5	5	1.0	3.7	851.0	12.2	3.3	3
5	5	1.0	2.7	621.0	12.9	4.78	3
4	4	1.0	0.5	115.0	2.4	4.8	3
2	2	1.0	1.4	322.0	4.2	3.0	3
0	0	0.0	2.1	483.0	2.9	1.38	3
0	0	0.0	0.8	184.0	1.3	1.63	3
0	0	0.0	1.1	253.0	0.1	0.09	3
0	0	0.0	4.6	1058.0	1.8	0.39	3
5	5	1.0	4.9	1127.0	1.3	0.27	3
0	0	0.0	1.4	322.0	0.0	0.0	3
0	0	0.0	2.2	506.0	0.0	0.0	3
0	0	0.0	0.7	161.0	0.0	0.0	3
0	0	0.0	0.5	115.0	0.0	0.0	3
0	0	0.0	1.1	253.0	0.0	0.0	3
0	0	0.0	1.0	230.0	0.0	0.0	3
0	0	0.0	0.2	46.0	0.0	0.0	3
0	0	0.0	2.5	550.0	11.9	4.76	2
0	0	0.0	5.5	1210.0	9.3	1.69	2
0	0	0.0	5.5	1210.0	3.0	0.55	2
20	20	1.0	8.3	1826.0	11.7	1.41	2
0	0	0.0	4.6	1012.0	0.0	0.0	2
10	10	1.0	5.3	1166.0	0.4	0.08	2
10	10	1.0	6.4	1408.0	4.8	0.75	2
40	40	1.0	3.9	858.0	34.4	8.82	2
0	0	0.0	0.2	44.0	11.2	56.0	2
0	0	0.0	7.0	1540.0	19.2	2.74	2
7	7	1.0	11.5	2530.0	14.5	1.26	2
20	20	1.0	5.8	1276.0	24.5	4.22	2
0	0	0.0	10.9	2398.0	18.0	1.65	2
10	10	1.0	5.5	1210.0	5.3	0.96	2
0	0	0.0	5.8	1276.0	0.6	0.1	2
20	20	1.0	5.0	1100.0	11.9	2.38	2
40	40	1.0	3.2	704.0	44.5	13.91	2
0	0	0.0	1.0	220.0	13.9	13.9	2
0	0	0.0	2.8	644.0	15.9	5.68	3
0	0	0.0	2.6	595.7	12.9	4.96	2
20	20	1.0	3.2	736.0	27.5	8.59	3
0	0	0.0	6.2	1423.7	22.5	3.63	2
0	0	0.0	2.3	529.0	0.0	0.0	3
0	0	0.0	6.2	1426.0	0.0	0.0	3
0	0	0.0	8.6	1978.0	0.0	0.0	3
20	20	1.0	4.0	920.0	0.9	0.23	3
0	0	0.0	1.1	253.0	0.0	0.0	3
0	0	0.0	3.9	897.0	21.2	5.44	3
0	0	0.0	2.6	598.0	17.5	6.73	3
10	10	1.0	2.4	552.0	23.9	9.96	3
0	0	0.0	2.6	598.0	19.5	7.5	3
0	0	0.0	3.9	897.0	0.0	0.0	3
10	10	1.0	3.5	805.0	3.0	0.86	3
10	10	1.0	2.1	483.0	9.2	4.38	3
0	0	0.0	5.0	1150.0	6.8	1.36	3
0	0	0.0	1.3	299.0	1.1	0.85	3
0	0	0.0	2.2	506.0	5.4	2.45	3
7	4	0.57	4.6	1012.0	5.3	1.15	2
20	20	1.0	1.4	322.0	20.6	14.71	3
10	10	1.0	2.9	667.0	26.2	9.03	3
0	0	0.0	1.6	365.7	0.0	0.0	2
0	0	0.0	0.4	92.0	0.0	0.0	3
0	0	0.0	16.5	3542.0	0.0	0.0	2
0	0	0.0	5.2	1173.0	0.0	0.0	2
